# ----------------------------------------
# OpenSooq.ALL
# Search Terms
# 20140101-20140522
# ----------------------------------------

Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Search Depth
شارع فلسطين,482,6.34,22.82%,7.30%,00:07:15,7.73
كيا سبورتاج 2012,482,3.77,14.94%,21.30%,00:09:56,5.69
مرسيدس 2002,482,4.37,10.79%,16.61%,00:07:00,6.14
هونداي اكسنت 96,482,7.18,16.80%,8.90%,00:09:57,8.13
بوابة الجبس,481,5.02,19.96%,12.78%,00:08:09,5.74
خلوي,481,3.47,15.80%,20.98%,00:05:54,5.83
golf 5,480,3.36,13.12%,21.20%,00:06:47,5.47
s4 zoom,480,2.88,16.04%,16.47%,00:05:55,6.36
بشرى,480,4.64,28.12%,8.31%,00:12:20,8.15
فيلا للايجار,480,7.37,25.42%,7.27%,00:10:17,7.94
لانسر اقساط,480,5.09,13.33%,16.28%,00:05:34,4.86
نقالات,480,4.68,21.46%,13.89%,00:07:10,5.96
جنترا,479,3.19,13.99%,22.53%,00:05:42,6.51
رجم الشوك,479,2.96,7.72%,30.49%,00:04:00,3.47
سيارات دفع رباعي,479,12.38,31.52%,3.79%,00:16:16,8.00
سير كهربائي,479,4.69,21.92%,10.85%,00:08:43,7.25
صرمان,479,3.83,18.16%,14.78%,00:10:30,11.46
فيرنا 2001,479,4.53,15.66%,12.98%,00:07:19,7.91
كديلاك,479,2.04,4.38%,47.49%,00:03:18,3.53
هيونداى,479,6.23,19.83%,11.02%,00:08:22,6.83
R32,478,1.65,7.53%,52.28%,00:02:29,2.45
Range rover,478,4.70,20.50%,13.45%,00:05:40,4.71
ترافرس,478,2.81,14.23%,26.68%,00:04:31,3.97
فلل للبيع,478,10.02,21.76%,4.64%,00:11:12,9.15
كيا سيفيا اتوماتيك,478,6.09,19.46%,9.76%,00:11:20,8.45
مازدة,478,4.31,15.06%,18.98%,00:06:40,5.61
هونداى تراجيت,478,6.33,20.92%,7.83%,00:13:49,11.28
Bmw 320,477,4.14,19.71%,16.40%,00:05:14,4.39
bmw 535,477,2.10,6.92%,42.61%,00:03:52,2.92
hrsh',477,1.08,1.26%,91.68%,00:00:37,0.92
اوبل ستيشن,477,4.84,16.14%,15.30%,00:08:37,7.16
باص كيا بريجو,477,6.40,14.05%,11.47%,00:08:21,7.24
سائق خاص,477,4.88,17.61%,12.02%,00:08:05,7.05
lada,476,3.69,17.65%,18.40%,00:04:29,3.57
لينكولن,476,2.36,9.66%,36.48%,00:03:07,3.01
بونتياك,475,2.25,7.58%,37.79%,00:03:37,3.01
شري,475,2.91,9.05%,29.18%,00:05:14,5.72
صروت,475,7.09,18.53%,8.56%,00:08:23,9.39
فيس بوك,475,2.12,34.95%,14.47%,00:03:34,2.87
مدرس,475,4.25,17.89%,13.37%,00:06:45,6.62
blazer,474,4.46,16.46%,15.79%,00:06:19,4.32
الرشيد,474,6.38,19.83%,8.90%,00:09:46,8.66
فورد سكيب 2008,474,6.48,17.51%,8.18%,00:10:34,8.05
فولكس واجن,474,2.38,10.76%,34.93%,00:04:05,3.30
كوبر,474,2.78,10.55%,26.99%,00:05:32,4.53
مرسيدس عيون,474,5.30,17.09%,12.77%,00:09:02,6.34
تويوتا كامري 2008,473,6.79,18.60%,9.58%,00:09:02,6.32
سيدي فرج,473,6.21,30.66%,5.96%,00:11:55,9.64
مطلوب مترجمين,473,2.05,22.20%,8.64%,00:08:36,7.07
بحر,472,4.26,15.89%,16.92%,00:09:38,6.63
توارق,472,2.52,7.63%,30.50%,00:05:37,4.57
تويوتا سينا,472,2.92,12.50%,24.31%,00:06:47,4.82
ريفي,472,3.76,18.86%,12.86%,00:08:58,8.62
معدل,472,6.24,16.74%,11.30%,00:07:49,6.58
هونداي النترا 2011,472,3.24,12.92%,25.87%,00:03:46,3.66
1g,471,4.56,15.29%,16.81%,00:05:27,5.05
318i,471,3.47,9.77%,22.37%,00:05:22,5.05
اوبتيما 2014,471,2.14,12.95%,33.40%,00:04:40,3.65
براد,471,2.87,11.04%,29.51%,00:04:16,3.72
Mazda,470,5.40,21.70%,11.81%,00:06:53,4.63
بطارية,470,3.35,18.94%,20.76%,00:05:57,3.85
متسوبشي,470,3.36,11.91%,23.64%,00:06:05,7.07
CLK,469,4.06,12.79%,16.51%,00:07:04,6.84
dvd,469,3.31,25.59%,18.40%,00:07:18,3.91
n9,469,1.99,15.78%,28.77%,00:06:33,5.62
جب,469,3.08,10.02%,30.06%,00:04:08,3.76
خزان,469,3.11,15.78%,25.41%,00:05:22,4.62
دبل كابين,469,5.02,18.12%,15.60%,00:06:05,5.21
فاقون,469,3.04,10.66%,25.35%,00:06:43,5.41
واي ماكس ماي فاي,469,5.76,25.16%,6.99%,00:10:56,7.78
ياجوز,469,6.40,18.34%,11.37%,00:07:43,6.70
"fvd,s",468,1.13,0.85%,87.33%,00:00:38,0.67
Fx35,468,2.88,11.54%,26.08%,00:05:02,5.12
النجيله,468,8.18,24.15%,6.51%,00:11:31,9.80
تيوتا هايلوكس,468,2.51,8.97%,35.20%,00:05:11,3.76
سنتافية,468,5.89,17.31%,11.76%,00:08:50,7.03
لاب,468,4.95,17.74%,10.79%,00:11:34,7.83
اثاث للبيع,467,9.53,21.41%,5.95%,00:09:40,9.15
بسة,467,2.57,9.21%,33.72%,00:02:56,3.01
بصات,467,1.73,7.28%,54.40%,00:03:12,3.02
تصوير,467,4.69,17.99%,13.44%,00:06:53,6.05
زوم 3,467,4.09,14.56%,17.23%,00:06:07,5.28
فورتي 2010,467,5.24,17.34%,11.25%,00:08:03,5.89
متسوبيشي لانسر 99,467,5.94,14.35%,13.16%,00:08:19,7.82
مرسيدس 2006,467,4.39,16.92%,17.09%,00:05:23,4.45
bmw 2013,466,2.70,12.88%,30.50%,00:04:28,3.23
my fi,466,3.52,22.32%,12.32%,00:07:05,4.88
veloster,466,1.69,8.15%,45.75%,00:02:42,2.74
ابتيما,466,2.42,9.44%,34.66%,00:03:56,3.66
اكسنت 2004,466,3.40,7.94%,23.67%,00:04:49,4.64
اكسنت اوتوماتيك,466,5.27,16.31%,13.89%,00:08:02,5.91
الرونق,466,4.73,15.88%,14.23%,00:07:28,6.95
اوبتيما 2012,466,3.45,16.31%,21.07%,00:04:58,4.37
تويوتا fg,466,2.73,11.16%,28.57%,00:06:42,6.43
جلانت,466,1.93,7.73%,44.72%,00:03:47,3.35
هوندا سيفيك 2000,466,5.23,15.45%,15.38%,00:07:17,6.08
avante,465,3.94,14.84%,17.18%,00:05:14,4.58
golf 6,465,2.99,12.69%,26.42%,00:05:35,3.87
الجبس,465,6.44,24.52%,8.99%,00:11:16,7.24
رووف,465,5.61,17.42%,11.96%,00:08:12,7.69
فاو,465,2.55,13.33%,27.53%,00:07:04,5.20
موتسبيشي,465,3.17,13.55%,26.39%,00:04:22,4.74
هيونداي توسان,465,6.46,15.91%,9.49%,00:11:25,9.26
ابو عليا,464,6.23,17.03%,10.48%,00:07:59,7.88
افانتي 1999,464,5.67,16.38%,9.65%,00:09:14,8.20
داتا شو,464,2.60,13.15%,23.49%,00:05:54,5.48
سيارات للبيع غير مجمركه,464,4.85,51.94%,10.66%,00:04:48,2.11
طابعات,464,5.79,26.29%,9.01%,00:08:57,6.14
كيا سيفيا 97,464,5.94,17.67%,11.32%,00:07:58,6.48
مرسيدس 350,464,4.21,17.46%,17.32%,00:05:48,5.63
مرسيدس غير مجمرك,464,6.04,25.00%,9.56%,00:07:47,6.14
مرشيدس,464,4.56,14.22%,16.74%,00:07:54,5.15
المغرب,463,3.15,19.01%,13.56%,00:07:19,6.54
تويوتا جيب,463,4.69,15.33%,18.02%,00:05:41,3.74
دهوك,463,5.81,30.67%,5.24%,00:07:58,6.10
جهاز كشف المعادن,462,2.94,19.48%,15.88%,00:08:45,5.86
فيركروز,462,2.68,10.39%,27.58%,00:05:30,6.07
كفرات,462,3.46,23.38%,18.34%,00:03:54,3.88
150,461,4.12,12.58%,18.65%,00:06:29,6.00
هونداي اكسنت 2007,461,4.30,12.36%,18.09%,00:07:28,9.07
ford explorer,460,4.24,16.30%,16.75%,00:05:34,4.01
oracle,460,2.48,20.22%,17.03%,00:05:26,5.08
فرشات,460,4.43,17.39%,14.63%,00:07:40,7.31
ماتريكس,460,2.84,11.09%,26.63%,00:06:54,6.84
cadillac,459,4.20,12.85%,17.60%,00:06:03,4.63
سوزوكى,459,5.08,17.65%,15.32%,00:07:22,6.08
عقار,459,8.17,26.36%,5.09%,00:10:52,10.37
هونداي اكسنت اوتوماتيك,459,4.77,21.35%,13.57%,00:07:26,6.07
nissan sunny,458,6.41,23.36%,9.53%,00:08:49,6.88
أيفون,458,5.56,29.69%,7.97%,00:09:56,6.74
اقساط بدون دفعه,458,6.63,21.18%,9.12%,00:09:30,8.39
تيوتا سيكويا,458,4.09,15.28%,18.67%,00:10:03,6.74
دراجات للبيع,458,10.70,28.82%,4.94%,00:09:37,7.63
كامري 2014,458,2.33,14.41%,32.27%,00:03:13,2.67
جلاية,457,3.44,12.25%,16.87%,00:09:29,9.38
ريو 2012,457,3.15,10.28%,22.46%,00:06:00,6.29
كيا اوبتما 2010,457,3.38,10.72%,22.54%,00:06:52,5.41
samsung galaxy s3,456,3.46,20.83%,18.54%,00:07:29,4.00
الاستقلال,456,5.71,15.79%,12.03%,00:08:14,8.01
بومه,456,2.75,10.09%,30.19%,00:05:36,4.35
سنتافي 2014,456,2.59,15.35%,27.31%,00:04:31,3.50
فيرنا 99,456,4.51,18.20%,12.99%,00:07:04,8.50
كيا اوبتيما 2010,456,3.05,11.84%,25.41%,00:05:44,5.70
متسوبيشي لانسر 2004,456,5.65,13.82%,12.84%,00:07:18,7.32
الزهراء,455,7.10,21.32%,7.36%,00:10:19,8.28
بي ام 530,455,2.97,10.99%,25.93%,00:05:06,3.75
تنظيف,455,4.25,17.58%,12.83%,00:08:29,8.44
حرة,455,5.14,17.80%,13.68%,00:06:44,4.20
سامسونج جلاكسي,455,4.36,27.25%,12.14%,00:07:20,5.13
قمينس,455,5.43,25.71%,6.68%,00:12:53,9.29
كيا بيكانتو 2013,455,3.78,16.26%,17.19%,00:07:10,6.72
azera,454,1.90,8.15%,45.25%,00:03:22,2.82
e350,454,2.40,9.03%,30.92%,00:06:46,5.63
hilux,454,1.76,11.23%,45.12%,00:03:28,3.14
sony xperia z1,454,2.37,18.72%,24.98%,00:05:00,4.31
الحدائق,454,7.35,24.45%,7.25%,00:13:26,7.90
تويوتا كورولا 2009,454,4.43,14.98%,14.86%,00:08:50,5.28
سكوتر بطح,454,3.41,14.10%,19.34%,00:08:37,5.24
شوروكي,454,2.14,10.35%,42.34%,00:03:12,2.68
كيو كيو,453,5.55,14.79%,11.50%,00:06:38,7.49
مصممة,453,3.49,25.39%,13.77%,00:06:43,5.27
bmw 335,452,1.91,8.63%,43.97%,00:04:33,2.89
MD,452,5.00,19.03%,10.97%,00:11:10,8.46
xd 2005,452,3.85,11.95%,17.16%,00:07:57,6.88
تويوتا راف 4,452,2.89,16.81%,22.80%,00:07:10,6.37
حره,452,4.95,21.90%,14.25%,00:05:51,4.17
سرير بيبي,452,3.65,11.06%,18.05%,00:07:57,8.23
سيارة توماتك,452,5.04,14.16%,8.96%,00:12:29,13.09
كيا سيراتو 2007,452,3.57,12.17%,21.56%,00:06:57,6.02
e250,451,2.45,16.41%,23.69%,00:03:49,4.13
افانتي نيو 99,451,7.03,15.52%,8.17%,00:09:58,10.20
افيكو قلاب,451,7.20,26.16%,8.97%,00:12:16,8.26
بكب هونداي,451,3.76,13.75%,22.54%,00:05:01,4.09
بي في سي,451,4.22,15.96%,15.04%,00:09:07,8.01
جهاز رياضي,451,5.48,18.63%,10.57%,00:07:04,6.32
جي كلاس,451,1.92,11.31%,35.49%,00:02:07,2.37
دفع رباعى,451,10.74,32.82%,4.44%,00:15:40,11.66
متشي دبل,451,3.07,13.30%,25.47%,00:05:30,3.92
نمر,451,2.12,8.87%,42.66%,00:03:43,3.51
هونداي فيراكروز,451,4.47,20.40%,12.41%,00:09:28,7.93
تويوتا كامري 2007,450,6.25,23.11%,8.96%,00:08:52,6.13
حطب,450,5.26,14.22%,11.37%,00:06:49,8.00
روكي,450,2.19,8.89%,39.39%,00:03:28,3.02
شاورما,450,4.07,14.67%,15.52%,00:07:57,7.02
verna,449,2.50,12.03%,29.21%,00:05:45,5.31
النتر,449,3.11,10.02%,27.22%,00:04:42,4.15
شرد,449,2.54,12.03%,34.15%,00:05:56,5.93
غسيل,449,3.68,17.82%,18.20%,00:08:04,5.45
كيا بيستا,449,4.42,13.59%,14.65%,00:08:03,6.93
مطلوب شقة,449,7.28,17.37%,7.46%,00:12:16,10.73
play station,448,2.95,17.19%,24.45%,00:04:13,4.52
Subaru,448,3.38,26.79%,16.06%,00:03:48,3.19
اوبتيما 2011,448,3.37,11.16%,23.92%,00:06:38,4.83
تريلة,448,4.05,15.18%,17.81%,00:08:24,7.05
جولف 2003,448,3.91,15.40%,16.90%,00:06:18,5.92
دامبلز,448,2.46,14.73%,23.36%,00:05:13,5.91
كورولا 2005,448,3.78,10.49%,22.54%,00:05:02,4.94
تويوتا كامري عضلات,447,4.98,18.34%,12.85%,00:12:28,8.61
ستركس,447,4.67,15.44%,13.16%,00:06:13,6.53
عجل,447,2.69,8.95%,32.34%,00:04:10,3.30
كامري 2002,447,3.06,10.74%,26.10%,00:03:51,4.30
كولر,447,4.23,25.50%,12.41%,00:07:28,7.22
مرسيدس c320,447,4.17,14.09%,16.43%,00:08:57,6.15
a140,446,2.69,9.42%,25.71%,00:06:05,6.53
الصريم,446,3.06,28.25%,16.12%,00:05:25,3.68
مغسلة سيارات,446,2.69,16.14%,26.79%,00:04:07,4.13
1600,445,3.68,9.89%,23.95%,00:05:36,4.56
Suzuki,445,5.66,20.90%,10.24%,00:07:54,6.82
اوبل كاليبرا,445,2.83,12.13%,22.68%,00:06:58,6.32
ديانا قلاب,445,3.05,16.18%,24.32%,00:05:10,6.18
سوناتا بانوراما,445,3.87,13.03%,18.10%,00:07:04,6.16
هوند,445,3.12,11.24%,28.12%,00:03:09,2.62
هونداي h1,445,4.93,19.10%,13.07%,00:07:43,7.06
اجدابيا,444,5.88,35.14%,6.43%,00:13:28,9.31
بكب تيوتا,444,2.50,9.46%,37.45%,00:03:41,3.08
جمرك,444,5.03,17.57%,13.38%,00:09:33,7.54
حبش,444,3.23,15.09%,19.50%,00:06:40,6.39
دمبر,444,3.39,13.29%,22.41%,00:06:43,5.41
شقة عمان,444,7.74,37.61%,6.02%,00:14:25,8.43
مول,444,3.93,12.16%,19.43%,00:05:45,6.33
نيسان سوني,444,2.97,8.56%,29.72%,00:05:03,4.30
fx,443,2.36,9.93%,33.72%,00:05:26,5.44
moto g,443,1.70,13.77%,25.17%,00:04:40,5.19
nissan altima,443,3.69,11.74%,17.87%,00:05:41,5.90
الهضبة البدري,443,2.56,19.86%,31.66%,00:03:43,3.29
سيفيك 2005,443,4.63,14.45%,15.78%,00:06:41,6.39
نيسان صني 2004,443,3.51,10.61%,21.99%,00:05:53,5.16
هارديسك,443,3.38,17.83%,17.17%,00:06:18,5.60
هوندا 2006,443,5.37,12.64%,12.64%,00:07:11,6.33
casio,442,2.05,12.44%,35.98%,00:04:21,4.26
ford focus,442,3.12,18.78%,20.94%,00:04:28,3.93
toyota fj,442,4.94,20.36%,12.65%,00:08:16,6.21
السوق المفتوح,442,1.86,12.67%,40.90%,00:04:51,5.57
دور,442,5.60,24.21%,7.15%,00:06:37,7.45
طريق المشتل,442,5.84,24.21%,8.22%,00:11:32,7.33
v6,441,6.42,25.85%,9.18%,00:15:38,6.64
ارض زراعية,441,10.10,23.36%,5.75%,00:14:00,12.91
تويوتا كورولا 2004,441,3.12,12.70%,25.58%,00:04:48,5.05
هونداي افانتي 2008,441,4.52,15.42%,15.60%,00:06:54,5.95
قفص,440,4.25,11.59%,15.66%,00:06:33,7.54
bmw328,439,3.16,12.07%,24.71%,00:06:23,4.67
الشوبك,439,4.08,16.17%,20.38%,00:07:33,5.66
النوفلين,439,7.11,22.78%,9.00%,00:08:31,6.15
اماديوس,439,4.06,12.07%,10.04%,00:08:21,9.31
تلاجة,439,4.44,14.58%,16.93%,00:07:42,6.39
تيوتا لبوه,439,5.46,15.03%,14.57%,00:08:38,6.58
جولف 2006,439,2.62,10.02%,31.88%,00:04:10,3.91
سيارة سامسونج,439,7.76,17.08%,8.40%,00:10:32,8.36
شقق طبربور,439,10.92,25.51%,4.23%,00:16:15,10.73
قنفوده,439,6.44,37.59%,6.19%,00:10:16,7.05
متشي باجيرو,439,3.65,15.03%,20.10%,00:09:57,6.13
معمل,439,4.10,15.95%,16.88%,00:06:51,6.56
هندسه,439,5.50,35.31%,5.68%,00:07:54,7.13
htc one max,438,2.08,14.84%,28.37%,00:04:35,3.83
دبل كبين,438,4.61,16.44%,16.58%,00:05:55,4.92
قلابه,438,7.52,26.94%,6.86%,00:11:56,7.21
السالمية,437,5.17,31.81%,5.31%,00:07:05,8.02
المقرن,437,3.62,18.54%,16.18%,00:05:26,5.58
كوازاكي,437,2.54,6.86%,32.40%,00:05:34,5.24
لبرتي,437,2.74,12.36%,27.44%,00:07:51,4.16
ليلي,437,2.85,9.15%,28.14%,00:04:52,4.19
مرسيدس190,437,2.51,13.04%,31.45%,00:04:00,4.24
موستانك,437,2.86,10.30%,30.69%,00:03:07,3.67
bmw بوز,436,6.12,20.64%,10.53%,00:08:18,7.16
S2,436,4.58,20.18%,13.08%,00:06:17,6.26
الفا,436,2.53,15.14%,30.83%,00:04:29,3.90
جهاز كشف,436,3.79,18.81%,15.31%,00:08:16,5.00
سيدان,436,4.02,12.16%,21.97%,00:04:55,4.63
شفروليت كروز,436,3.00,10.78%,25.42%,00:06:13,5.81
طاولات وسط,436,2.59,12.39%,34.51%,00:08:38,5.53
525i,435,2.93,6.90%,29.00%,00:05:00,5.16
اكسنت 2001,435,3.65,8.51%,20.92%,00:06:01,5.91
ت,435,2.02,8.97%,44.47%,00:03:01,3.42
تويوتا هايبرد,435,4.96,15.63%,14.33%,00:07:35,4.47
جولف 1994,435,4.98,12.87%,14.46%,00:06:54,5.74
ريل تك,435,3.08,29.89%,2.76%,00:13:57,11.43
سباك,435,4.46,17.93%,11.02%,00:08:43,7.75
كيا اوبتما 2009,435,4.11,16.32%,17.22%,00:07:56,6.54
نجف,435,4.66,13.79%,17.71%,00:04:56,5.21
هونداي نيو,435,7.25,24.83%,8.50%,00:12:15,9.52
Turbo,434,2.60,8.06%,36.14%,00:02:33,1.65
شارع الصريم,434,4.67,20.51%,13.95%,00:07:36,6.48
متسوبيشي ex,434,4.36,13.13%,13.26%,00:08:12,7.40
envoy,433,5.00,19.17%,12.28%,00:08:07,8.48
فكس,433,2.06,8.08%,47.54%,00:03:32,3.49
JEEP,432,7.48,23.61%,7.68%,00:11:29,7.98
الزرقاء الجديدة,432,7.73,24.77%,6.65%,00:09:17,8.03
كامري 2003,432,3.10,9.72%,26.89%,00:03:36,4.14
كيا سيفيا2,432,5.34,14.81%,13.97%,00:07:05,7.12
مرسيدس ١٩٠,432,2.62,9.03%,30.68%,00:04:02,4.38
ميتسوبيشي لانسر 2005,432,5.58,14.12%,13.98%,00:08:35,9.96
cherokee,431,5.75,20.88%,11.67%,00:07:30,5.28
ابواب خشب,431,5.07,14.15%,13.78%,00:08:44,7.03
السيجارة الالكترونية,431,3.50,16.47%,7.62%,00:08:30,7.42
المستندة,431,5.16,14.62%,12.95%,00:06:57,6.42
بيبي,431,4.12,19.26%,15.71%,00:05:52,6.16
جنوط,431,3.89,25.99%,14.74%,00:02:52,2.82
كيا سبورتيج,431,3.39,10.90%,25.09%,00:06:36,4.89
بطاريات,430,3.59,13.95%,19.65%,00:04:46,3.25
سبورتج 2012,430,3.10,13.02%,28.32%,00:03:56,3.66
فورد موستنغ,430,2.56,10.70%,29.66%,00:03:33,3.96
كورولا 2011,430,3.93,12.09%,19.91%,00:05:59,4.91
هارتوب,430,4.15,16.05%,17.32%,00:10:05,7.50
peugeot,429,2.43,13.75%,36.69%,00:04:24,3.86
العقارات,429,8.75,33.33%,4.13%,00:10:47,8.96
القويسمه,429,5.38,14.22%,14.42%,00:06:14,5.59
المدينه الرياضيه,429,7.43,20.98%,8.41%,00:08:07,8.27
اوبل كلاسيك,429,3.21,9.09%,19.81%,00:08:37,8.16
بقر,429,2.95,7.23%,28.91%,00:05:01,6.40
تويوتا كورولا 2010,429,3.90,13.52%,17.68%,00:07:06,4.94
سكاليد,429,1.93,10.26%,46.61%,00:02:27,1.93
فوكس بولو,429,3.95,10.26%,20.40%,00:06:22,5.60
كورولا 2001,429,3.12,7.46%,27.71%,00:04:18,4.52
bmw 523,428,2.57,9.11%,31.67%,00:04:39,3.45
bmw325,428,2.56,10.28%,35.58%,00:03:41,3.82
Golf gti,428,3.57,19.39%,15.30%,00:06:04,6.56
الموصل,428,7.15,30.14%,2.78%,00:10:05,8.81
اوبل كومبو,428,2.66,10.98%,27.72%,00:05:34,4.25
تمليك,428,3.68,11.68%,18.79%,00:07:31,7.62
دواجن,428,3.98,20.79%,16.75%,00:06:07,5.28
سيراتو 2011,428,3.75,12.38%,19.18%,00:05:48,5.15
شقة طبربور,428,6.56,24.53%,10.05%,00:08:36,5.68
فورنر,428,1.85,8.64%,44.50%,00:04:11,3.65
مرسيدس c240,428,4.41,14.49%,17.00%,00:08:41,6.88
مرسيدس300,428,2.03,7.01%,44.06%,00:03:04,3.00
iphon,427,2.03,13.82%,35.84%,00:04:02,4.67
qq,427,3.37,14.52%,16.75%,00:07:25,7.78
ازير,427,4.15,11.94%,19.59%,00:06:11,5.46
الدعوة الاسلامية,427,5.10,17.80%,13.54%,00:08:43,6.65
رياضي,427,4.67,18.27%,16.11%,00:06:02,5.15
طاولة تلفزيون,427,3.82,16.63%,17.61%,00:07:08,7.85
كيا اتوماتيك,427,6.73,17.80%,11.56%,00:07:30,4.68
htc one m8,426,1.78,23.00%,27.21%,00:03:03,2.64
iPad,426,3.67,27.23%,13.87%,00:05:59,4.07
بيجو 504,426,1.93,10.33%,45.69%,00:04:45,3.18
جبيهه,426,7.50,20.42%,8.36%,00:08:27,7.85
جلكسي,426,3.70,19.95%,19.94%,00:05:47,4.57
سوناتا 2002,426,3.60,10.09%,22.75%,00:06:36,7.12
معدات رياضية,426,3.11,15.73%,20.06%,00:06:55,6.53
نسيان,426,3.60,11.97%,24.63%,00:04:28,4.50
samurai,425,1.54,5.65%,58.78%,00:01:49,1.81
الشاحنات,425,9.61,25.88%,5.46%,00:17:42,10.18
باروده,425,1.79,8.47%,49.74%,00:03:08,3.03
تويوتا سيينا,425,3.14,16.00%,20.81%,00:08:04,6.18
تويوتا مفخره,425,3.72,14.35%,21.54%,00:06:39,5.98
جيرمن,425,3.67,13.18%,17.97%,00:05:35,6.41
جيب 2008,424,3.94,15.33%,17.14%,00:07:31,6.29
دودج شارجر,424,2.84,14.62%,25.52%,00:03:35,3.77
0913727688,423,1.22,62.17%,15.37%,00:02:53,1.77
100,423,4.00,13.48%,18.78%,00:06:34,7.58
atoz,423,1.78,5.20%,50.20%,00:02:17,2.72
bmw e46,423,4.08,13.24%,17.37%,00:05:32,5.03
الجبل الاخضر,423,3.94,10.87%,21.44%,00:05:29,5.79
دسكفري,423,2.04,6.62%,43.80%,00:04:02,2.47
غرفه نوم,423,6.18,19.62%,8.98%,00:08:41,8.90
فان بيجو,423,4.39,17.49%,18.27%,00:06:48,4.66
فرد صوت,423,1.96,17.02%,42.77%,00:02:07,1.98
قص,423,5.22,13.95%,15.36%,00:05:31,4.16
لنكولن,423,1.81,9.46%,46.54%,00:02:47,2.95
هونداي اكسنت 2005,423,4.82,10.64%,16.43%,00:05:49,6.05
هونداي النترا 2009,423,3.49,12.29%,21.46%,00:05:55,4.63
هونداي بورتو,423,2.31,15.37%,32.41%,00:05:18,5.24
1520,422,1.79,12.80%,27.74%,00:05:11,4.90
اصفار,422,6.01,19.19%,9.35%,00:09:27,7.94
السدرة,422,5.77,24.41%,8.82%,00:10:00,6.86
انفنتي fx35,422,4.02,14.45%,16.90%,00:08:23,6.73
شحنات,422,4.19,12.80%,20.60%,00:06:02,5.38
قشقاي,422,1.80,7.58%,44.99%,00:03:30,4.07
نصير,422,5.95,28.91%,7.89%,00:09:07,7.47
bmw x3,421,2.12,9.50%,38.37%,00:07:09,3.25
E30,421,3.04,14.01%,24.00%,00:04:34,3.94
q7,421,2.00,7.36%,38.95%,00:03:16,3.49
اكسنت 2002,421,3.17,11.16%,26.01%,00:05:03,4.43
العمرة,421,4.73,18.76%,8.64%,00:13:32,8.98
اوبل اوميكا,421,6.09,31.12%,8.98%,00:07:14,7.15
باجيرو 2007,421,3.51,20.90%,19.38%,00:07:51,3.66
باركيه,421,3.74,12.83%,17.47%,00:07:29,6.71
جيب صيني,421,3.51,10.93%,20.92%,00:07:43,6.12
كيا سيرانتو,421,2.86,14.01%,28.44%,00:06:47,6.05
مازدا زووم,421,4.44,12.35%,16.73%,00:06:55,5.90
منزل مستقل للبيع,421,9.58,30.88%,4.46%,00:10:39,9.57
هونداي سوناتا هايبرد,421,6.26,16.15%,10.28%,00:08:47,7.61
ألتيما,420,2.84,9.05%,21.36%,00:05:30,5.10
اثقال,420,2.01,12.62%,37.32%,00:03:24,3.72
رسيفرات,420,4.07,19.76%,12.40%,00:09:28,10.51
صالة افراح,420,4.74,21.90%,12.80%,00:07:04,6.41
كيا بينقو,420,2.90,11.19%,26.58%,00:06:24,6.63
كيا جيب,420,4.79,9.52%,17.99%,00:06:24,5.74
هونداي انتوراج,420,3.28,13.81%,20.96%,00:09:32,6.92
هونداي ماتركس,420,3.07,9.29%,24.15%,00:05:41,6.86
yukon,419,1.66,4.77%,54.74%,00:02:12,1.51
تعلب,419,2.61,9.07%,33.79%,00:05:14,4.80
تويوتا بريوس 2007,419,5.12,18.85%,12.67%,00:06:47,5.69
مكتب للايجار,419,8.66,18.85%,5.54%,00:11:00,9.85
من المنزل,419,4.26,24.11%,9.29%,00:08:50,9.27
mitsubishi lancer,418,5.03,17.22%,14.75%,00:06:00,4.76
ارقام,418,5.22,15.31%,12.14%,00:06:41,8.93
بومشي,418,4.89,13.64%,14.33%,00:09:43,7.78
خريبة السوق,418,5.20,15.07%,13.90%,00:07:31,7.03
داو سيلو,418,3.88,10.53%,20.09%,00:07:00,5.83
مختبرات,418,3.13,18.42%,17.90%,00:07:00,6.19
هوندا سيفك 2003,418,5.76,15.79%,11.00%,00:11:07,7.33
mercedes 190,417,5.07,16.79%,12.67%,00:07:49,7.96
sti,417,3.64,10.31%,19.16%,00:05:37,5.26
البحاث,417,5.86,19.42%,10.31%,00:08:14,7.99
انترنت فضائي,417,3.88,15.11%,8.23%,00:13:25,7.59
باص مدرسه,417,5.87,23.26%,9.32%,00:10:08,10.22
بي ام x5,417,3.85,15.35%,20.76%,00:05:55,5.16
بي ام بسه,417,5.01,14.15%,15.84%,00:05:53,5.12
تويوتا 24,417,5.74,16.31%,13.95%,00:09:34,6.02
دجاج عربي,417,3.34,16.55%,17.66%,00:09:22,8.01
مركبات,417,6.36,19.90%,9.62%,00:07:46,7.39
هونداي اكسنت 2008,417,3.98,12.23%,17.47%,00:06:24,6.43
توسان 2006,416,4.20,15.14%,14.29%,00:07:06,6.85
تويوتا اورين,416,3.76,13.46%,17.91%,00:08:41,7.01
lumia 920,415,2.10,13.73%,27.61%,00:05:38,4.56
sierra,415,1.50,9.16%,60.03%,00:02:16,2.11
xbox360,415,4.04,21.20%,13.12%,00:07:14,5.52
سايق,415,2.44,10.12%,28.43%,00:05:00,6.91
كورولا 2006,415,3.38,10.84%,25.27%,00:04:51,4.46
